Indicativo;parámetro;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
3013;Q3;74;68;61;62;60;53;48;50;58;71;74;76;61
3013;Q4;77;73;65;66;62;60;51;52;61;74;78;79;63
3013;Max;86;77;72;72;73;69;56;59;68;78;81;84;64
3013;Mn;73;66;60;60;59;53;48;49;57;68;72;75;61
3013;Md;73;66;60;61;59;53;47;49;57;67;73;75;61
3013;S;5.39;6.51;5.87;5.39;5.53;6.54;4.93;5.57;5.41;7.28;5.15;3.95;2.20
3013;Cv;0.07;0.10;0.10;0.09;0.09;0.12;0.11;0.11;0.10;0.11;0.07;0.05;0.04
4642E;N;24;25;25;22;25;25;24;26;25;27;25;27;14
4642E;Min;67;63;57;54;52;51;46;45;52;56;65;67;
4642E;Q1;72;69;61;60;56;52;49;52;57;65;67;74;
4642E;Q2;76;72;65;64;59;55;51;55;59;68;71;76;
4642E;Q3;80;77;69;66;64;59;52;56;62;72;74;80;
4642E;Q4;82;78;74;70;68;61;55;59;67;75;78;84;
4642E;Max;85;83;80;76;72;66;58;60;74;77;84;87;
4642E;Mn;78;75;67;65;62;58;51;56;60;70;71;78;
4642E;Md;77;74;68;65;62;57;52;55;62;69;73;78;
4642E;S;5.22;5.53;6.17;5.52;6.13;4.33;3.42;3.68;5.72;5.70;5.48;5.51;
4642E;Cv;0.07;0.07;0.09;0.08;0.10;0.08;0.07;0.07;0.09;0.08;0.08;0.07;
9898;N;25;28;24;25;25;25;27;27;28;25;24;26;18
9898;Min;64;61;51;50;45;42;38;41;47;58;66;71;59
9898;Q1;71;67;57;56;51;44;43;46;54;59;71;77;61
9898;Q2;74;68;61;58;55;47;45;48;57;65;75;81;63
9898;Q3;81;69;62;61;59;52;48;51;58;69;78;81;64
9898;Q4;83;74;66;63;61;54;50;55;60;73;82;85;65
9898;Max;88;83;74;71;68;62;62;62;65;80;87;89;66
9898;Mn;77;69;62;60;58;49;46;50;58;67;77;81;64
